"Time";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18"
2018-01-02 22:00:00;135263,117015424;16147,48045542;53693,3763411865;38457,420226783;39404,7546320141;26462,5454264376;28834,9542229387;52920,7317520393;25984,7550533838;262742,057567225;74107,9847977874;23867,9773043333;42631,7337477908;72646,8072617372;29003,123358718;85610,8134933272;27334,2431984114;16647,4425603927
2018-01-02 23:00:00;135517,001369508;16042,4198168125;52142,1102985381;38522,0263815032;39312,5102183674;25502,6376644649;27153,555824177;51924,6299537113;21895,6340581602;260004,011349365;74836,4982982468;23627,0349571583;38150,6305776982;72542,0783496941;30107,6967684489;83853,3557764001;29321,5945135482;15967,2860885701
2018-01-03 00:00:00;135257,2707904;15526,8097910387;51963,0913668824;38448,6836785834;38493,7220055674;23823,8035534744;25862,4252808852;50756,6071770686;19311,1790726372;260787,716959833;74994,2993448468;23349,9589890961;35812,3225817923;73137,691400398;28628,7484821559;83022,7856942473;28295,9904881209;16133,6519893117
2018-01-03 01:00:00;134937,437153868;15733,2549217566;52384,1418681831;37856,9533930636;38148,0219592676;20047,6448369321;25642,0180838463;48575,1464945356;18365,3939677209;264347,362328188;74424,239000558;23742,747012679;34522,7157358898;74105,0612044119;27945,0905093319;82375,0309291167;27631,4938965029;16499,2319816664
2018-01-03 02:00:00;134630,074104333;15767,441876815;53543,1831649685;37383,0543465423;38475,841110402;18668,1749531932;25442,2663979193;47731,3074030372;17788,7339928569;269974,561861893;73604,0041077695;24084,0364511408;32847,3652011217;75608,3998587645;27039,546750805;81905,1972473358;27176,4214657801;16434,0287070423
2018-01-03 03:00:00;134314,691127172;15965,2311553986;53832,0349727624;36843,8856081999;38175,3534486631;18360,5934492488;25917,042497688;46801,7210954742;17893,9468145699;269727,438675433;73041,3242069283;24112,1959471413;31949,9541405905;77717,3559528407;26610,5632119424;81015,3009129405;27227,4226344617;16632,7425028348
2018-01-03 04:00:00;135154,455319104;16327,8490123667;59874,0646892857;36715,7517641219;38635,2609590766;20604,7635450204;27334,672179479;44949,0885294481;17974,5840665377;275627,421685982;72302,7423997376;24556,8968922251;32237,0557448072;79371,6616954579;25873,6371527569;82119,672610155;27258,5909571027;17327,0952035847
2018-01-03 05:00:00;139847,281752451;18202,2737815918;70373,1169051874;37665,5490477474;40637,8369924107;27836,5908529319;29373,7525772793;44143,1948859077;18988,1026008596;290742,091829981;73610,862638769;24377,6179664866;33010,2555942915;81812,127948764;26644,6432006059;84414,2344123089;28233,0260852098;18238,25634436
2018-01-03 06:00:00;143685,820343761;21537,2127618942;82087,7543269667;39958,473128842;43120,7905625115;33926,8208565715;31689,3966823616;47112,5766305449;20533,938643091;307540,715525979;75198,296254696;25453,1241882609;30937,5122865214;83332,4515113421;20953,8901888645;92036,0719384826;30548,8325636535;18111,0983715885
2018-01-03 07:00:00;149493,809992835;26397,8457139271;86301,9407395825;42120,69782886;46924,175706472;40092,1456523165;33543,5940022713;50231,6311763798;23780,8991916032;319517,86404122;79806,337676661;27354,2665372463;33452,765668363;83700,7561693813;23229,6589033311;106755,009849522;30102,1415555177;20033,9465299337
2018-01-03 08:00:00;154877,284716641;31895,1386438849;92906,3977041711;42086,9012884192;48784,785548963;41964,3759447162;34556,5099116152;52427,2885326833;27122,7036420387;325689,414323995;83998,9876266262;28607,326542678;36667,5977703511;83999,7143638202;24287,4207405346;117535,434349446;32134,652361012;21055,5366305521
2018-01-03 09:00:00;154320,170444174;35021,2103362141;97798,4170915626;41630,901146272;49233,2096652026;39709,455280219;33540,1744171037;50859,3064165606;29701,1416181283;323309,312932174;88953,2852344274;27975,7887076164;39462,1934348011;83670,5977661519;23141,0626100879;120565,113985162;33674,5833716194;19979,2302600272
2018-01-03 10:00:00;153675,572060102;36476,1133892657;98501,4466875311;41161,9033821341;49552,08027505;36770,2266931914;32305,3365661946;51962,2167809266;32092,3514901362;327526,765918718;90763,5356128153;27474,8840422884;41144,7727264779;83773,881422566;23623,7978615235;117144,435101154;34741,6975948667;19790,0685639341
2018-01-03 11:00:00;152762,946993204;36318,0585326221;100223,208934191;40631,2116650304;48886,9220237379;35678,7253770235;32087,508419041;57096,6817835525;32892,1095671367;327553,209077676;89105,0157430251;27594,4175168342;39668,047444663;83559,6624276298;26846,4411944132;118109,892686875;34915,5455189735;19230,5179886111
2018-01-03 12:00:00;149516,721394072;32995,0167803448;99161,3780631886;39990,6537713126;47656,2534197646;33481,2119837322;31883,5028474636;57328,1123620434;34876,2417174665;322887,984554075;83747,0341615182;26870,9081571592;38577,5434055603;82508,6729957992;27054,9097122473;111518,195604045;34338,4423956014;17750,883440329
2018-01-03 13:00:00;147360,773350466;31837,882654121;97522,3358378231;39715,0191523341;47290,7986472242;32917,8887852366;30711,1312569398;58909,6653208739;34459,2651185398;321695,613064923;82047,7445100603;26746,5834305075;36854,5574549065;80453,142827602;27344,891126558;111595,206413628;33552,6718642933;17572,5194174035
2018-01-03 14:00:00;146607,088003991;33969,1834231527;98822,397129971;39037,4744317889;46834,6983080248;33765,0201374233;30035,5724856649;58118,2012084498;32106,3220775438;324106,91653529;83112,5391543599;26505,7055892115;35723,6278617503;79843,8484502498;25959,7071649435;106355,729263041;32767,8815592721;17613,6684327707
2018-01-03 15:00:00;145466,946719749;33253,3475243944;97827,322736381;38763,0790305963;45747,3505580998;33777,3140517141;29931,5030105559;56691,5946517961;29936,9986329587;314473,200476187;81842,60740475;25982,6993784997;34799,6398183029;78283,6543567738;26213,7866687112;103971,152714342;32879,034563697;17530,6173130326
2018-01-03 16:00:00;143034,967373908;31595,838546542;97206,2099794775;39105,0803694141;45630,382160404;35234,8591785963;29780,3306300758;53315,8500299714;28405,4445903664;309191,198849709;78390,6318073164;26132,7125079691;36793,6868480959;77587,7008871278;24165,1003768388;103652,935963746;32852,0982588535;17422,022649198
2018-01-03 17:00:00;141212,592819594;30420,2803651999;98185,5671736259;40447,8764113278;47021,7270048888;35633,1998492243;31252,8365859373;50283,325359147;28639,2031598424;303695,763688573;77005,058226901;25822,657000342;38390,6691506247;75958,6535031911;24694,7050297799;105659,96905886;33816,0348095474;18331,7631811279
2018-01-03 18:00:00;138960,532980943;26774,7383325804;92275,9221336221;40466,752004208;45047,0798244308;35829,5200824313;32040,0891993535;45947,190960916;28214,5219576014;295227,273062805;76843,2756868466;24839,4435355855;41197,2296144531;74795,6966116754;22032,6125104605;101316,961368948;33691,740155589;17995,9679112131
2018-01-03 19:00:00;136680,451514685;22760,6677142624;78981,4894341261;39707,0207689657;42638,3333755163;33524,8083998967;31654,6859051803;44980,584074126;28171,3347249181;289122,125866687;75145,1475382347;23424,8959518608;41892,2706685828;72702,3555277409;21173,7014204568;97120,0089608517;31380,7566159004;16792,5311904029
2018-01-03 20:00:00;134678,669152539;18488,2654370392;62426,692216731;38701,7107065834;41440,6400201685;30104,9177247314;30631,4835666935;51207,8623335047;28276,9549008139;283461,823169148;73318,7765144522;22841,3252754713;42796,9188197453;70749,6904573179;23488,8152262861;90005,2592333518;29309,5728813277;16365,6786860725
2018-01-03 21:00:00;131921,960155327;16510,6540584808;54964,6957075345;38451,2684009898;39646,9376300069;27083,4179110208;29304,602932825;51332,5133318171;27053,3650904408;275414,002854507;70728,8897567225;22580,7489622566;40972,9066578556;68672,9165807021;21075,6546046201;85218,1131810245;28105,1852031239;15589,8994811847
2018-01-03 22:00:00;131734,930524647;15917,4344169007;53421,9539823717;38933,1391041477;39410,3255105244;25799,1289107934;28319,1751811051;53928,0230421934;24955,9603197058;275687,925483964;70095,31424695;23325,8240008476;43257,9470882492;68546,9046002653;28855,7767624791;84296,2957873453;26880,2945130899;16585,5660065709
2018-01-03 23:00:00;131944,536713873;15915,1656663047;51646,7399797435;38793,1592422483;38794,8894963101;24853,9803514092;26583,6936610527;52769,5432541984;22282,7344848788;271579,051328645;70119,4900818736;22969,7181042798;39934,3275753331;67991,631438427;29183,2507657174;82580,9890767666;28694,3720172912;16007,2930742723
2018-01-04 00:00:00;130791,743606707;15301,5607251996;51965,1503254333;38562,1036353478;38000,671484141;22919,3604779078;25386,5311370409;50637,9878273907;19511,248714841;267576,400945615;69667,2393396889;22779,113415042;35635,407266038;68334,6097813863;26892,9057481521;81386,2045384461;27654,4818792605;15771,2898922677
2018-01-04 01:00:00;130032,596746653;15347,5048268757;53049,3327762117;38152,1375122143;37913,5016856372;19784,9079902564;25050,5652760338;49769,7238988547;18832,2884576991;265749,208121723;68349,730717875;23029,5840208224;34290,6679829764;68682,3749182338;26639,0313671066;80371,9685389681;27033,4559467949;15912,0800475595
2018-01-04 02:00:00;130173,441357957;15166,9451971595;54254,6753086556;37612,2227798407;37105,2096945524;18299,3131818864;24818,6487449716;48432,6685287536;18459,5448053468;267388,907909422;66937,5672161892;22861,1191173;32205,5821017121;69372,2098293195;26128,0379899262;79301,1679265889;26764,2163306715;15798,3942243733
2018-01-04 03:00:00;129831,830882421;15340,6639203767;55434,3069746474;36666,5049105222;37311,1816401389;17868,8983971913;24895,9593796719;47084,0885312456;18137,7106936058;266213,528307693;66070,51019754;22929,8636399758;32173,9494036229;69641,7071657362;24681,2959670493;78476,5235377507;26740,0659002128;16415,4505915603
2018-01-04 04:00:00;128720,015330315;15661,0268464516;63749,8920200036;36501,7311107434;38303,8761002641;19841,5479526157;26453,9129925443;45491,4180596038;17719,1379646556;269995,68045859;64988,0925933481;23145,6816410163;31600,2746701116;71039,3946364747;24486,664304517;79640,3619502345;26785,7509140038;16649,2907374464
2018-01-04 05:00:00;129887,595247099;17216,5365625319;73534,2785795738;37353,7581660922;39577,710932983;26578,033732502;28242,122304366;46002,4638916525;18275,7235667835;280361,361919345;66914,4390461102;23527,2790809407;31696,4350819185;72353,3921017419;24791,4973726224;82597,8365345129;27901,4161247053;17100,8570608397
2018-01-04 06:00:00;133831,811783557;20636,7104664381;82588,1509581091;39708,1527484071;41568,2558433844;32210,3078561908;30984,0986225051;47211,1794191965;20445,8381981525;292068,014208535;69179,9922178688;24309,2676289238;30388,8921413799;72027,5839583786;21540,8942142945;90828,6058620424;30007,4806196433;17014,1004791492
2018-01-04 07:00:00;138281,824342487;24350,7943854429;86107,1916924637;41639,0594709821;45484,820994241;37872,684730929;33123,7236413446;49151,3663417402;23664,414420537;295200,145866798;72382,282840764;26174,3361958607;32998,9856381752;71561,8217670705;23315,4930078945;104522,6675164;29763,8955281327;18525,7155895661
2018-01-04 08:00:00;142221,198489724;29703,4886100667;93648,8659334219;43275,6462154863;47522,7460853267;39240,8563322;33897,0660169332;51554,3099216632;26732,1886664854;295052,485202955;78245,6639437331;27454,7971939994;36130,9531852431;71278,4534995683;24237,9017053384;114994,509751814;31393,0732213253;19084,5997520114
2018-01-04 09:00:00;141407,075662183;33359,7155812269;98289,8407028522;43014,0305655917;46978,2088027232;36913,1236457724;32165,8004854486;50479,3357368836;28962,7764406106;290013,235142712;83028,4496624204;26713,669712096;39203,6687431986;69021,9066061005;23239,6586829447;118249,650042905;32594,7864019036;18454,7256143513
2018-01-04 10:00:00;140732,44901275;34900,0878002529;98215,6679530076;42806,9579599701;47584,5348721941;35183,5803753538;30802,0765769443;50863,6603826742;30537,8150422094;286110,25119464;85390,9928267983;26598,8898318834;40504,9809625239;66364,2216170803;24857,4784831273;116520,062574134;34161,2944164389;18331,6853831813
2018-01-04 11:00:00;137765,455624556;34298,0865710654;100267,161753031;43019,3709097815;47745,3616599986;33451,608636698;30956,2731094408;56156,6990169785;32657,4894707345;284220,245295318;82954,471709266;26461,3438970137;39763,7492314251;64945,7430754206;27826,8175751042;116345,472096692;34401,8868353423;18035,04812111
2018-01-04 12:00:00;132649,904763398;30941,7627093681;98678,1612899826;42185,6130097724;46212,4217020579;32491,9247354311;30888,2752951883;56007,0504908248;34761,5621543467;270844,701270987;80600,7703946731;26144,1323652927;39279,1482390922;60241,9282409287;27326,717981458;108248,288871285;33333,6556499777;16401,7474068331
2018-01-04 13:00:00;128239,67489615;29832,8130382931;97217,5474977134;41773,4912351792;44926,2065462491;31895,1186946154;30040,2631831974;55021,9180393179;34570,4720720651;262036,118296775;78541,3672328208;25470,926691397;38176,1138339624;55649,1521206824;27229,7482043112;107331,69940563;32702,5489137877;16091,2373195402
2018-01-04 14:00:00;125405,68629221;31758,6238482371;97260,9320696854;41295,6107915703;44330,6677517886;32208,2384104979;29354,5259809363;54132,8374751401;31922,1125115445;255150,639967605;77080,7841696692;25154,9459013771;37221,1190056993;51629,6589282163;24552,7561955518;102941,452582791;31720,6894595508;15763,39931044
2018-01-04 15:00:00;122220,121277726;31085,3124295236;95306,2946156904;40463,5647712114;43497,8998587405;32560,9357531074;29363,9844265405;51136,1385845302;28756,3541391222;245928,06632174;74316,0112135765;25131,7235689037;35958,0868936376;47903,4782968564;23585,8475636854;100113,256121396;31236,6198395289;15420,6471865061
2018-01-04 16:00:00;119739,757769848;29587,484391227;92954,3920885141;40203,4124209805;42192,353952807;34141,6969182761;28688,4068664542;48933,1394857321;27774,1386145931;234073,196901465;69778,542154853;25210,2695622307;36143,6491450736;45200,3781893513;23244,4041168733;98161,4362964316;30134,5996860103;15900,4572935403
2018-01-04 17:00:00;119120,56715908;28724,6518272175;93500,0999240403;41079,0231421432;42949,1008574861;35012,4235978468;30532,1428126377;46700,8749798551;28655,0299319053;221739,877915699;67737,5716022306;25129,6625884973;38189,7577302764;43145,4971868446;23764,0776720206;100550,232233254;31029,6069655842;16880,253471173
