Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
12,235802.50760230978,33823.97680808038,87767.20009333121,75594.53570861314,52366.77503042634,39657.49019259817,41212.766024725504,58699.56713866945,35341.81518121488,309409.2702500828,95250.73096309237,29454.921188995526,39960.23937831394,81275.1823987079,26559.205292781327,115648.27837883169,39041.593417606804,22834.98057097066
13,235212.97923189864,33250.37467570614,85340.12086822171,73077.68846821602,51991.86722933105,39188.775453156144,40041.05628867879,60121.01701668341,34258.008950578806,307614.79769065336,94353.83711555821,28982.799357880987,39021.13512641057,79442.56326554244,26503.498970972698,115285.20424892318,37953.39601962376,22965.095595577146
14,236968.27687209056,35237.157781513975,88887.42439147188,69608.58310965353,51509.78572643323,39333.9569642967,39195.07781003043,60424.7069574499,31448.01029111802,308151.4828838461,94834.666398542,28700.15110117732,36440.70526014457,78360.93333238778,25540.925969237247,110224.71227438851,37047.45488147576,23219.81245980979
15,235109.1706608402,34913.31917495566,88879.0508251659,67300.64784317468,50547.623886508445,39738.81337550355,38955.2719859871,59160.45387462459,28673.45861537463,303561.82291634264,93284.56524751762,28282.30409609342,34916.70979684771,77657.72933263397,24898.33849830222,108225.73437655924,36832.63395424182,22747.461694202477
16,230831.93075547845,34262.60718387209,88368.25065321896,64942.44692177133,49739.16412449956,40930.683351029445,38451.240638805066,56126.28454683828,27644.501772408265,299983.30566240003,89458.03490182888,28191.473213109075,35570.493789207736,77142.4313713806,24486.18228644765,107163.2487645124,36676.90972304092,22079.75542359985
17,225130.98781942812,33474.3496884923,89813.86361066365,61294.81267781372,49656.26015788883,40988.58628836908,40033.25772950279,52348.91728552276,28583.828189111427,296635.1190869228,85271.24134522352,28025.15561206358,37813.6101646747,76236.70442833126,25209.188285960663,108493.55569813274,37709.550139931875,21448.412812208204
18,221290.64613214627,31102.834464676096,86789.84088069029,56669.382658499286,48759.29319726374,40375.18134198511,41731.004441735546,47340.26402933099,30408.577362946104,289749.6046072939,84022.27973380171,26991.303477521178,40659.79396857772,75245.32494121557,22849.41579969866,104828.78303742797,37839.92962418594,20699.724193633545
19,217115.0728234373,26088.444883774497,75608.24907591904,52523.37284144938,46340.30143207751,38067.07356999968,41342.98784493559,47027.38166468996,31194.79697242409,285844.76226061804,83723.78823075395,26045.547750999,41887.74445269517,73737.85104078292,22178.238559645783,100520.12449667354,37245.96552421021,19516.960713604014
20,211410.15728475578,20729.23021101152,60460.408135184596,48481.59174137913,44374.95335247515,34627.62899595642,39948.26619866147,52633.55993135573,30357.363354165216,282749.7080518953,82530.43324583679,25291.375552227448,41605.375592536235,72141.06766303205,23225.26790522195,92056.41996625537,35198.83527066471,18728.93050936745
21,205932.55555995717,18389.103936645646,53552.926991013555,46437.51424500023,42445.34535877083,30584.504965429565,38453.194052584324,51986.01402559021,28695.544616219893,275889.5584407997,80840.35935280334,24601.777779515734,39992.59262473215,70746.28267389517,21491.740922229517,87062.90088621648,32811.54175485861,17882.51218789617
22,205561.77278897606,17870.75191487172,51543.11571520005,45297.28613577293,41934.56016632297,29342.142909197028,37325.92415560798,54347.28790340026,26074.265173952095,276026.79548152944,81004.71846172973,25584.497228277098,41964.95820442119,70790.35326218887,30177.229322208466,86227.9077799404,30125.246296590965,18970.28086800794
23,205590.1328931816,17722.842601723987,50313.27028165128,44771.60604746391,41127.11848418156,28379.95973350042,35151.359617275106,53496.33659868183,22644.94772617578,272195.8730236945,80650.05507583336,25520.800971779736,38314.664839068966,70678.35295274605,31362.702270009402,84600.9751857083,31198.4063319315,18392.652013677187
