sysname,start_date,end_date,timestep_hours,rte,ed_norm,p_norm,soc_min,soc_max,soc_init,tau,output_smoothing,carbon_cost,solver,electricity_costing,electricity_costing_path,electricity_costing_CWNS_No,emissions_costing,emissions_costing_ISO,emissions_costing_path,baseload_pattern_name,baseload_value,month,emissions_optimal,cost_optimal,alpha,acc_alpha,total_electrical_emissions,save_path
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Wine industry,1000,Jan,"(75187.99057258491, 974647.9948533971)","(74875.94224377186, 984147.1541569214)",0.05,0.0,984147.1541569214,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Wine industry,1000,Jan,"(75187.99057258491, 974647.9948533971)","(74875.94224377186, 984147.1541569214)",0.25,0.00021875,981815.9761446114,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Wine industry,1000,Jan,"(75187.99057258491, 974647.9948533971)","(74875.94224377186, 984147.1541569214)",0.5,0.004187500000000001,979386.1832290526,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Wine industry,1000,Jan,"(75187.99057258491, 974647.9948533971)","(74875.94224377186, 984147.1541569214)",0.75,0.024875,977024.4991837704,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Wine industry,1000,Jan,"(75187.99057258491, 974647.9948533971)","(74875.94224377186, 984147.1541569214)",0.95,0.31368750000000023,975123.1435016484,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Energy supply and rental activities,1000,Jan,"(75201.13395452953, 973803.2091071943)","(74899.59843109157, 983312.1457652531)",0.05,0.0,983312.1457652531,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Energy supply and rental activities,1000,Jan,"(75201.13395452953, 973803.2091071943)","(74899.59843109157, 983312.1457652531)",0.25,0.0001875,980839.4564129779,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Energy supply and rental activities,1000,Jan,"(75201.13395452953, 973803.2091071943)","(74899.59843109157, 983312.1457652531)",0.5,0.003500000000000001,978532.2073603653,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Energy supply and rental activities,1000,Jan,"(75201.13395452953, 973803.2091071943)","(74899.59843109157, 983312.1457652531)",0.75,0.022250000000000002,976182.7463193345,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Energy supply and rental activities,1000,Jan,"(75201.13395452953, 973803.2091071943)","(74899.59843109157, 983312.1457652531)",0.95,0.3208750000000002,974278.2609989862,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hotels,1000,Jan,"(75515.94087219286, 977276.145542033)","(75211.52165683631, 985464.1893163277)",0.05,0.0,985464.1893163277,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hotels,1000,Jan,"(75515.94087219286, 977276.145542033)","(75211.52165683631, 985464.1893163277)",0.25,0.0013124999999999999,983411.2980154922,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hotels,1000,Jan,"(75515.94087219286, 977276.145542033)","(75211.52165683631, 985464.1893163277)",0.5,0.005500000000000001,981345.169072312,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hotels,1000,Jan,"(75515.94087219286, 977276.145542033)","(75211.52165683631, 985464.1893163277)",0.75,0.031187500000000007,979324.0274990106,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hotels,1000,Jan,"(75515.94087219286, 977276.145542033)","(75211.52165683631, 985464.1893163277)",0.95,0.32381250000000017,977685.5341259586,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Bakery,1000,Jan,"(75153.0708130332, 973949.1490272838)","(74859.3454631772, 983115.9686874248)",0.05,0.0,983115.9686874248,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Bakery,1000,Jan,"(75153.0708130332, 973949.1490272838)","(74859.3454631772, 983115.9686874248)",0.25,0.00025,980726.481194034,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Bakery,1000,Jan,"(75153.0708130332, 973949.1490272838)","(74859.3454631772, 983115.9686874248)",0.5,0.0033750000000000013,978556.5603540437,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Bakery,1000,Jan,"(75153.0708130332, 973949.1490272838)","(74859.3454631772, 983115.9686874248)",0.75,0.020375000000000004,976239.1144815966,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Bakery,1000,Jan,"(75153.0708130332, 973949.1490272838)","(74859.3454631772, 983115.9686874248)",0.95,0.3175000000000002,974407.0883332168,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Property management,1000,Jan,"(74861.77370691719, 966007.5947648839)","(74528.79717828776, 978597.8428313234)",0.05,0.0,978597.8428313234,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Property management,1000,Jan,"(74861.77370691719, 966007.5947648839)","(74528.79717828776, 978597.8428313234)",0.25,0.0001875,975214.0016756346,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Property management,1000,Jan,"(74861.77370691719, 966007.5947648839)","(74528.79717828776, 978597.8428313234)",0.5,0.0021875000000000006,972292.7120664698,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Property management,1000,Jan,"(74861.77370691719, 966007.5947648839)","(74528.79717828776, 978597.8428313234)",0.75,0.016187500000000004,969153.7186152365,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Property management,1000,Jan,"(74861.77370691719, 966007.5947648839)","(74528.79717828776, 978597.8428313234)",0.95,0.3173750000000003,966637.385364308,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hospital activities,1000,Jan,"(75331.91204654261, 975811.5861060524)","(74998.12541357374, 984373.4683927633)",0.05,0.0,984373.4683927633,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hospital activities,1000,Jan,"(75331.91204654261, 975811.5861060524)","(74998.12541357374, 984373.4683927633)",0.25,0.0018750000000000004,982212.5082406829,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hospital activities,1000,Jan,"(75331.91204654261, 975811.5861060524)","(74998.12541357374, 984373.4683927633)",0.5,0.009187500000000003,980091.0219928529,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hospital activities,1000,Jan,"(75331.91204654261, 975811.5861060524)","(74998.12541357374, 984373.4683927633)",0.75,0.04400000000000001,977953.6027561341,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Hospital activities,1000,Jan,"(75331.91204654261, 975811.5861060524)","(74998.12541357374, 984373.4683927633)",0.95,0.3193125000000002,976239.602621608,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Recreational and social activities,1000,Jan,"(75592.22016221436, 977941.5531199357)","(75278.9268239383, 986049.6632802817)",0.05,0.0,986049.6632802817,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Recreational and social activities,1000,Jan,"(75592.22016221436, 977941.5531199357)","(75278.9268239383, 986049.6632802817)",0.25,0.001375,984051.2887176935,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Recreational and social activities,1000,Jan,"(75592.22016221436, 977941.5531199357)","(75278.9268239383, 986049.6632802817)",0.5,0.006250000000000002,981985.9420750184,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Recreational and social activities,1000,Jan,"(75592.22016221436, 977941.5531199357)","(75278.9268239383, 986049.6632802817)",0.75,0.03650000000000001,979967.3671578208,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Recreational and social activities,1000,Jan,"(75592.22016221436, 977941.5531199357)","(75278.9268239383, 986049.6632802817)",0.95,0.3201250000000002,978347.4691699203,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Construction,1000,Jan,"(75026.84369572812, 973470.1475486541)","(74688.76974159, 982378.9243654365)",0.05,0.0,982378.9243654365,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Construction,1000,Jan,"(75026.84369572812, 973470.1475486541)","(74688.76974159, 982378.9243654365)",0.25,0.0010625,980172.6377616974,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Construction,1000,Jan,"(75026.84369572812, 973470.1475486541)","(74688.76974159, 982378.9243654365)",0.5,0.008875000000000003,977932.0309413163,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-01-01 00:00:00,2021-01-31 23:45:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jan_HOUR.csv,Construction,1000,Jan,"(75026.84369572812, 973470.1475486541)","(74688.76974159, 982378.9243654365)",0.75,0.04218750000000001,975697.3117269817,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Manufacturing processes,1000,Jul,"(77591.45913500786, 1084037.8295558423)","(76667.35243912041, 1091765.148156251)",0.05,0.0,1091765.148156251,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Manufacturing processes,1000,Jul,"(77591.45913500786, 1084037.8295558423)","(76667.35243912041, 1091765.148156251)",0.25,0.0005625000000000001,1089817.3192044306,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Manufacturing processes,1000,Jul,"(77591.45913500786, 1084037.8295558423)","(76667.35243912041, 1091765.148156251)",0.5,0.010750000000000003,1087905.0935937157,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Manufacturing processes,1000,Jul,"(77591.45913500786, 1084037.8295558423)","(76667.35243912041, 1091765.148156251)",0.75,0.23931250000000018,1085970.0887637462,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Manufacturing processes,1000,Jul,"(77591.45913500786, 1084037.8295558423)","(76667.35243912041, 1091765.148156251)",0.95,0.2786250000000002,1084423.703785844,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Trades (non-food),1000,Jul,"(78676.21932128404, 1075440.7449897754)","(77458.0934183576, 1087042.9542452462)",0.05,0.00025,1086558.8775565668,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Trades (non-food),1000,Jul,"(78676.21932128404, 1075440.7449897754)","(77458.0934183576, 1087042.9542452462)",0.25,0.0015625,1084140.5962407223,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Trades (non-food),1000,Jul,"(78676.21932128404, 1075440.7449897754)","(77458.0934183576, 1087042.9542452462)",0.5,0.010937500000000003,1081244.4096753108,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Trades (non-food),1000,Jul,"(78676.21932128404, 1075440.7449897754)","(77458.0934183576, 1087042.9542452462)",0.75,0.19525000000000015,1078339.255297879,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Trades (non-food),1000,Jul,"(78676.21932128404, 1075440.7449897754)","(77458.0934183576, 1087042.9542452462)",0.95,0.28081250000000024,1076021.0034576962,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Trades (food),1000,Jul,"(78396.72740519133, 1080319.0714168902)","(77359.61511849219, 1089818.7691269673)",0.05,0.000125,1089265.084173686,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
virtual_battery,2021-07-01 00:00:00,2021-07-31 00:00:00,0.25,0.85,0.05,0.15,0.05,0.95,0.5,1,1e-06,0,gurobi,tariff,wwtp-energy-tariffs/data/WWTP_Billing.xlsx,6005025001,marginal,CAISO,data/grid_2021/MEF/CAISO/CAISO_mef_average_Jul_HOUR.csv,Trades (food),1000,Jul,"(78396.72740519133, 1080319.0714168902)","(77359.61511849219, 1089818.7691269673)",0.25,0.001125,1087381.0532325935,electricity-carbon-cost/results/ACC_load_shape_results_11212024_CAISO.csv
